N,OriginalReviews,PreprocessedReviews,Restaurant,ID,total_length,weight,total_percentage,label,RestaurantType
643,    يستحق الزيارة فترى الطعام جيد بالنسبه لديكور مناسب ابدا الاسعار مرتفعه  الخدمه جيده لنوعا منطقه المطم مناسبه      ,    يستحق زير ترى الطعام جيد نسب ديكور نسب ابد سعر رفع  خدم جيد لنع طقه مطم مناسبه      ,Gad-جاد,102,17,10,0.588235294117647,Positive,هندي
644,    أفضل مطعم أمريكي انصح لمحبي الطعام الامريكي الذيذ وأطباق المقبلات ثري فور والبطاطس جميلة والشوربات خيال يعيب الفرع قلة الويتر وعدم خدمتهم اثناء العرض الخاص بالغداء      ,    أفضل طعم امر انصح محب طعم امر ذيذ أطباق قبل ثري فور ططس جمل شورب خيل يعب فرع قلة يتر عدم خدم ثنء عرض خاص غداء      ,Gad-جاد,102,26,6,0.230769230769231,Positive,هندي
645,    لمن يبحث الطعم الذيذ والخدمة السريعة المطعم قريب جامعة الملك فيصلديكوراته جيدة وهادية وطاقم العمل متعاون جدًا ودود  اكله جدًا لذيذ وأطباقه متنوعة الوجبات السريعة والأطباق العالمية المختلفةيعيبه صغر مساحة غرف العوائل والإزعاج      ,    لم بحث طعم ذيذ خدم سرع المطعم قرب جمع ملك فيصلديكوراته جيد وهد طقم عمل تعا جدا ودد  اكل جدا لذذ أطباق تنع وجب سرع طبق علم مختلفةيعيبه صغر ساح غرف عئل ازعاج      ,Gad-جاد,102,33,13,0.393939393939394,Positive,هندي
646,    اسعاره مبالغ الجو حلو والأكل عادي والأسعار مبالغ بصراحة والخدمة عادية مو الزود      ,    اسعار بلغ الجو حلو اكل عدي سعر بلغ صرح خدم عدي مو زود      ,Gad-جاد,102,13,-2,-0.153846153846154,Negative,هندي
647,    مطعم راق الطعام لذيذ  شوربة يم  المشويات لذيذة خصوصا لحم الأوصال  المكرونات بأنواعها  المقبلات  شاورما الحم وبقية الأصناف أجربها الخدمة عادية وليست بمستوى  نجوم ولايستحق النادل قيمة لخدمة المكان ضيق والغرف كأنك سجن مفتوح النظام السعودية الديكور راق ولكنه بدأ يتهالك يجد فترة الابتسامة مفقودة العاملين احذر الطلب يقدم الطلبات دفعة واحدة النظام المعمول المطاعم الراقية  السعر مرتفع قليلا ولكنه يستحق لعدم توفر منافسين له      ,    مطعم راق الطعام لذذ  شورب يم  شوي لذذ خصص لحم وصل  كرن أنواع  قبل  شور لحم وبق صنف جرب خدم عدي ولس ستى  نجم ولايستحق ندل قيم خدم كان ضيق غرف كأن سجن فتح نظم سعد ديكور راق ولك بدأ تهل يجد فتر بسم فقد عمل حذر طلب قدم طلب دفع وحد نظم عمل طعم رقي  سعر رفع قلل ولك سحق عدم وفر نفس ه      ,Gad-جاد,102,65,-5,-0.0769230769230769,Negative,هندي
648,    الباستا خطيرة عندهم باستا لذيذة السبانخ والفطر طعمها بالراس وكوكتيلاتهم حلوة يعيب المطعم بطء تحضير الطلب مافيه ذيك الزحمة وأسعارهم مرتفعة نوعا زي مطعم بالظهران بس يستحق التجربة      ,    الباستا خطر عند بست لذذ بنخ فطر طعم راس وكوكتيلات حلة يعب طعم بطء حضر طلب افه ذيك زحم أسعار رفع نوع زي طعم ظهر بس سحق جربة      ,Gad-جاد,102,28,2,0.0714285714285714,Positive,هندي
649,    المطعم الإيطالي الأصلي يقع مطعم روما الإيطالي جزيرة صناعية ملاصقة الكورنيش مدينة الخبر ويتميز بجودة المطبخ الإيطالي وتنوعه ويقدم العديد الباستا والبيزا والسباكيتي والمعجنات الإيطالية الذيذة السلطات والعصائر وغيرها يتميز المبنى بطابعه الروماني الميز ويطل المطعم مياه الخليج العربي      ,    المطعم يطل اصل يقع طعم روم يطل جزر صنع لصق كورنيش دين خبر تمز بجد طبخ يطل تنع قدم عدد بست بيز سبك عجن يطل ذيذ سلط عصر وغيرها تمز بنى طبع روم ميز يطل طعم ياه خلج عربي      ,Gad-جاد,102,39,3,0.0769230769230769,Positive,هندي
650,    لا بأس بة لا يعجبني المطعم الإمكان يتواجد المطعم اجد أنة افضل خيار الوجبات السريعة  والأكل بارد أسوء شيء  اعلم لماذا سمي مطعم صيني  رز دجاج ولحم وجمبري وخضار  فين الصيني الموضوع       ,    لا بأس بة ل عجب طعم امك وجد طعم اجد انة فضل خير وجب سرع  اكل برد اسء شيء  علم لمذ سمي طعم صين  رز دجج لحم جمبر خضر  فين صين وضع       ,Gad-جاد,102,32,1,0.03125,Positive,هندي
651,لف دوران لست عشاق القهوى كنت شباب فيهم تعلم يشرب ستاربكس وعندما وصلنا المقهى سألت العامل  ماهو افضل عصير مثلج عندكم فقال الخرابيط المكونة العصير  استفسرنا السعر السعر الشباك  واله كنا طيبين معاهم  كالعادة طلع ٠ ٠ ومحد يدفع غيري وحق باطل طلع افضل مشروب قيمة  يسوى  والحاسب  كلام فاضي,لف دور لس عشق قهى كنت شبب يهم علم شرب ربكس عند وصل قهى سأل عمل  اهو فضل عصر ثلج عند فقل خرابيط كون عصر  فسر سعر سعر شبك  وله كنا طيب معا  عدة طلع ٠ ٠ محد دفع غير وحق بطل طلع فضل شرب قيم  يسى  حسب  كلم ضي,Gad-جاد,102,50,8,0.16,Positive,هندي
652,مقهى خالي السجائر والشيشة يقدم مقهى  ديوانية الملتقى خدمة القهوة العربية والشاي وغيرها المشروبات ويقدم معها تمر حساوي خلاص وتمر قصيمي سكري لذيذ الطعم والجلسة عربية ومعها قنوات الرياضية الجزيرة المشفرة ومدة جلوس الساعة الواحدة ٠ فقطأنصح بالكافي لخلوه التدخين,مقهى خلي سجر شيش يقدم قهى  ديو لقى خدم قهة عرب شاي وغر شرب قدم عها تمر حسو خلص تمر قصم سكر لذذ طعم جلس عرب ومع قنو ريض جزر شفر ومد جلس سعة وحد ٠ فقطأنصح كفي خلو دخين,Gad-جاد,102,40,-1,-0.025,Negative,هندي
653,    ازال مطعم يمني مجمع الظهران مول قائمه الطعام متنوعه اغلب الوجبات القائمه تستحق التجربه الخدمه سريعه يستحق التجربه      ,    ازال مطعم يمن جمع ظهر مول قئم طعم تنع غلب وجب قئم سحق جرب خدم سرع سحق جربه      ,Gad-جاد,102,18,5,0.277777777777778,Positive,هندي
654,    ابل بيز يقع الكورنيش بالفرب جرير الخبر اطباقه متنوعه مستوى الطعام معقول الخدمه جيده ايوجد مكان لعلب الاطفال      ,    بل بيز يقع كورنيش فرب جرر خبر طبق تنع ستى طعم عقل خدم جيد وجد كان علب طفال      ,Gad-جاد,102,18,5,0.277777777777778,Positive,هندي
655,    يوجد افضل منة الجلسات عادي  الأكل عادي  المطعم يعجبني والأسعار مقبولة بالنسبة لخدمة طعم الأكل      ,    يوجد فضل منة الجلس عدي  اكل عدي  طعم عجب سعر قبل نسب خدم طعم كل      ,Gad-جاد,102,15,4,0.266666666666667,Positive,هندي
656,    غير جيد ديكوره جميل اعتبره اسوء المطاعم الي زرتها بحياتي الاكل ماله طعم مانصح ابد الاطباق الي طلبناها سيئه ولاشي قابل لاكل      ,    غر جيد ديكوره جمل عبر اسء طعم الي زرت بحا اكل اله طعم انصح ابد طبق الي طلب سيئ ولش قبل كل      ,Gad-جاد,102,22,1,0.0454545454545455,Positive,هندي
657,    مطعم سفرجي مدينة سكاكا الجوف الملكة العربية السعودية مطعم جميل اكلات شامية أكلات بحرية آكلات سريعة جلسة لعائلات ألذ الأطباق طبق فليه سمك الروبيان يقع الطريق العام تحيط الأسواق جانب وقريب المصارف البنوك بنك الاهلي التجاري بنك البلاد ومصرف الراجحي      ,    مطعم فرج دين سكك جوف لكة عرب سعد مطعم جمل اكل شمي اكل بحر اكل سرع جلس لعل الذ طبق طبق فله سمك روب يقع طرق عام تحط سوق جنب قرب صرف بنك بنك اهل جري بنك بلد صرف راجحي      ,Gad-جاد,102,40,6,0.15,Positive,هندي
658,    مقهى متاز احد مقاهي ابها القليلة المندرجة قائمة   قرت اجربه   قهوة امريكية متازة جلسات مريحه ومرتبه ديكورات جميلة طاقم متعاون حمامات نظيفه      ,    مقهى تاز حد قهي ابه قلل درج قئم   قرت جرب   قهة امر متازة جلس ريح ومرتبه ديكور جميلة طقم متعاون حمم ظيفه      ,Gad-جاد,102,22,4,0.181818181818182,Positive,هندي
659,    زيارتي الديكور جيد   الخدمة متازة   الجو لطيف     الطعام المستوى المرجو         ,    زيار الديكور جيد   خدم تاز   لجو لطف     طعم ستى رجو         ,Gad-جاد,102,10,5,0.5,Positive,هندي
660,    الحم والسمك افضل الدجاج كمطعم صيني يعد الافضل دايموند  كانوا لنفس الشركة  يجيد تبيل الحم والاسماك  الديكور رائع والمكان جيد لغداء لدخول الضوء لمكان  اليل يصبح مطعم رومانسي جميل  الخدمه جيده والاسعار مرتفعة نسبيا   يعيب المطعم الكثير الاصناف المنيو متوفرة الطلب      ,    الحم سمك فضل دجج كمطعم صين يعد فضل دايموند  كان نفس شرك  يجد تبل لحم سمك  ديكور رئع كان جيد غدء دخل ضوء لمك  الل صبح طعم رومانس جمل  خدم جيد سعر رفع نسب   يعب طعم كثر صنف نيو توفر طلب      ,Gad-جاد,102,41,29,0.707317073170732,Positive,هندي
